
iteration 182
theta0 -2.498001805406602e-18
theta1 -0.7186877854438559

iteration 183
theta0 -2.4054832200211722e-18
theta1 -0.7200623017973223

iteration 184
theta0 -2.220446049250313e-18
theta1 -0.7214230729872542

